Character,Relation,Attribute,Content
Grave Robber,,node_exit_storycosmic,No trinkets? No baubles? No interest.
Grave Robber,,node_exit_storycosmic,"Well, <i>that</i> was frightfully boring."
Occultist,,node_exit_storycosmic,Fascinating. Could we not go back for a second look?
Occultist,,node_exit_storycosmic,Such an eclectic collection!
Hellion,,node_exit_storycosmic,Rubbish and nonsense!
Hellion,,node_exit_storycosmic,Get us out of here. Find us a foe to face!
Jester,,node_exit_storycosmic,Must've dozed off...
Jester,,node_exit_storycosmic,*yawn*
Plague Doctor,,node_exit_storycosmic,"My conclusion? Interesting, but decadently occult."
Plague Doctor,,node_exit_storycosmic,Superstition has no place in science.
Runaway,,node_exit_storycosmic,Madmen pursing madness - I want none of it.
Runaway,,node_exit_storycosmic,Let's get far away from this place.
Leper,,node_exit_storycosmic,Mankind and mystery... one forever outpacing the other.
Leper,,node_exit_storycosmic,"Try as it might, the sun cannot catch the moon."
Man-at-arms,,node_exit_storycosmic,"What was that all about, then?"
Man-at-arms,,node_exit_storycosmic,I'm hungry.
Bounty Hunter,,node_exit_storycosmic,Wouldn't touch it if I were you.
Bounty Hunter,,node_exit_storycosmic,Hrm.
Highwayman,,node_exit_success_storycultist,Hah! That'll buy us a little time.
Highwayman,,node_exit_failure_storycultist,I don't <i>ever</i> want to cut it that close again.
Grave Robber,,node_exit_success_storycultist,"You lot aren't welcome here, savvy?"
Grave Robber,,node_exit_failure_storycultist,... gleaming horrors not of our world...
Occultist,,node_exit_success_storycultist,Begone! Return to whatever void birthed you!
Occultist,,node_exit_failure_storycultist,"How deep, the void between the stars..."
Hellion,,node_exit_success_storycultist,HAH! The rush of a hard-earned kill!
Hellion,,node_exit_failure_storycultist,*chattering teeth*
Jester,,node_exit_success_storycultist,That melody... I've killed to it before...
Jester,,node_exit_failure_storycultist,What's that ringing in my ears?!
Plague Doctor,,node_exit_success_storycultist,"Intriguing specimens, but better off dead!"
Plague Doctor,,node_exit_failure_storycultist,Their physiology... so alien... no! NO!
Runaway,,node_exit_success_storycultist,They burn the same as anyone else.
Runaway,,node_exit_failure_storycultist,I hear them! They're GAINING ON US!!
Leper,,node_exit_success_storycultist,Aberrations. I feel lighter for their absence.
Leper,,node_exit_failure_storycultist,"Carrion creatures, here to feast on our still-dying world."
Man-at-arms,,node_exit_success_storycultist,Drive the bastards back to their hole!
Man-at-arms,,node_exit_failure_storycultist,I will not stand and fight! I cannot! RETREAT!
Bounty Hunter,,node_exit_success_storycultist,Send those freaks packing.
Bounty Hunter,,node_exit_failure_storycultist,Hear that wailing? They hunt us still.
Highwayman,,node_exit_success_dungeon & forest,Old bones ought to stay down.
Highwayman,,node_exit_failure_dungeon & forest,Eyes feel heavy... gotta... stay on my feet...
Highwayman,,node_exit_success_dungeon & farm,And <i>stay</i> down.
Highwayman,,node_exit_failure_dungeon & farm,... what's the worst you've ever eaten to survive...?
Highwayman,,node_exit_success_dungeon & city,"Strange way to feed our flame, but I'll take it."
Highwayman,,node_exit_failure_dungeon & city,So certain we were - and so wrong...
Highwayman,,node_exit_success_dungeon & coast,Good riddance.
Highwayman,,node_exit_failure_dungeon & coast,Damn the horses - run!
Grave Robber,,node_exit_success_dungeon & forest,What's dead should stay buried. Trust me.
Grave Robber,,node_exit_failure_dungeon & forest,Is this what awaits me at the end? Dreaming forever?
Grave Robber,,node_exit_success_dungeon & farm,Vile things! Another stain scrubbed clean.
Grave Robber,,node_exit_failure_dungeon & farm,*strangled retching* Avert your eyes! Don't watch me...
Grave Robber,,node_exit_success_dungeon & city,"A marvelous collection - sullied, now... *sigh*"
Grave Robber,,node_exit_failure_dungeon & city,The city is beyond saving. So too are we.
Grave Robber,,node_exit_success_dungeon & coast,The fiend is felled - now for the booty.
Grave Robber,,node_exit_failure_dungeon & coast,I hear weeping in the mist...
Occultist,,node_exit_success_dungeon & forest,Perhaps I will sleep unbothered tonight...
Occultist,,node_exit_failure_dungeon & forest,What haunts await us next we close our eyes...?
Occultist,,node_exit_success_dungeon & farm,Life may return to these fields in time.
Occultist,,node_exit_failure_dungeon & farm,We are all but flesh in the jaws of something greater.
Occultist,,node_exit_success_dungeon & city,So many precious volumes lost... yet we remain.
Occultist,,node_exit_failure_dungeon & city,"The minds of ""great"" men - all rotten! All depraved!"
Occultist,,node_exit_success_dungeon & coast,"Back to your trench, foul leviathan!"
Occultist,,node_exit_failure_dungeon & coast,"Strange tides, a stench that clogs the nose..."
Hellion,,node_exit_success_dungeon & forest,Listen. The birds are finally stirring again.
Hellion,,node_exit_failure_dungeon & forest,Rot! Bile! Scavengers closing in...!
Hellion,,node_exit_success_dungeon & farm,*spits* Spirits curse this forsaken place. Let's go.
Hellion,,node_exit_failure_dungeon & farm,Flee! And salt the earth behind us!
Hellion,,node_exit_success_dungeon & city,Weak city bodies AND hearts! FALL ON MY BLADE!
Hellion,,node_exit_failure_dungeon & city,Fools for trying. Cowards for running. RRRGH...!
Hellion,,node_exit_success_dungeon & coast,"The dry land belongs to us, fiend!"
Hellion,,node_exit_failure_dungeon & coast,Bells toll for us in the fog! RUN!
Jester,,node_exit_success_dungeon & forest,How very like soldiers - dying in rank.
Jester,,node_exit_failure_dungeon & forest,That drumming... it's IN my HEAD...!
Jester,,node_exit_success_dungeon & farm,"You won't be dining on us tonight, fiends!"
Jester,,node_exit_failure_dungeon & farm,*sniff* Skin blackening over meat...
Jester,,node_exit_success_dungeon & city,Talk about a pyrrhic victory. Heheh.
Jester,,node_exit_failure_dungeon & city,"*slow, discordant humming*"
Jester,,node_exit_success_dungeon & coast,Bon voyage!
Jester,,node_exit_failure_dungeon & coast,I prefer to die where they can find my corpse!
Plague Doctor,,node_exit_success_dungeon & forest,What a strange new process of decay that was!
Plague Doctor,,node_exit_failure_dungeon & forest,They defy science. They should not BE!
Plague Doctor,,node_exit_success_dungeon & farm,I wonder what mother could birth such a curiosity.
Plague Doctor,,node_exit_failure_dungeon & farm,How long can a stomach go empty? I'll investigate.
Plague Doctor,,node_exit_success_dungeon & city,I wonder at the formula for their accelerants...
Plague Doctor,,node_exit_failure_dungeon & city,Man's great scholarly works in ashes! Fools! FOOLS!
Plague Doctor,,node_exit_success_dungeon & coast,Did you spy its ocular membranes? Curious...
Plague Doctor,,node_exit_failure_dungeon & coast,"Overpowering, mouldering corruption!"
Runaway,,node_exit_success_dungeon & forest,Let's raze these weeds and get back on the road.
Runaway,,node_exit_failure_dungeon & forest,Burn it all down behind us. That mumbling...
Runaway,,node_exit_success_dungeon & farm,"Torch the fields just to be sure, I say."
Runaway,,node_exit_failure_dungeon & farm,I'd sooner starve than ever smell meat again.
Runaway,,node_exit_success_dungeon & city,"Oh, you want to burn, do you?! Then BURN!"
Runaway,,node_exit_failure_dungeon & city,N-no... let me go back... it's so warm in there...
Runaway,,node_exit_success_dungeon & coast,"Whatever that thing was, it's dead now."
Runaway,,node_exit_failure_dungeon & coast,This damp is settling in my bones...
Leper,,node_exit_success_dungeon & forest,A tall tree falls in the forest - all is quiet.
Leper,,node_exit_failure_dungeon & forest,Doomed warriors never granted the peace of the grave...
Leper,,node_exit_success_dungeon & farm,A cruel contrivance of starvation and excess.
Leper,,node_exit_failure_dungeon & farm,Let these fields lie fallow forever. We have lost them.
Leper,,node_exit_success_dungeon & city,"A city under siege - but stirring within its walls, hope."
Leper,,node_exit_failure_dungeon & city,Let the flames feast on the corpse of man's hubris.
Leper,,node_exit_success_dungeon & coast,The stone defies the eroding waves.
Leper,,node_exit_failure_dungeon & coast,Halt. Let us accept our end with composure.
Man-at-arms,,node_exit_success_dungeon & forest,This foul mimicry of a campaign must end.
Man-at-arms,,node_exit_failure_dungeon & forest,"Their faces...! Brothers, have you come for me at last?"
Man-at-arms,,node_exit_success_dungeon & farm,Perhaps the people can rebuild. I hope so.
Man-at-arms,,node_exit_failure_dungeon & farm,Ghkk! Bile in my throat... the smell...!
Man-at-arms,,node_exit_success_dungeon & city,There are folk in this town not yet lost to madness.
Man-at-arms,,node_exit_failure_dungeon & city,This city is sick. Perhaps it <i>should</i> fall to ashes...
Man-at-arms,,node_exit_success_dungeon & coast,We made chum of the bastards!
Man-at-arms,,node_exit_failure_dungeon & coast,"Retreat! If you want my blood, it won't come gifted!"
Bounty Hunter,,node_exit_success_dungeon & forest,An old contract collected...
Bounty Hunter,,node_exit_failure_dungeon & forest,They saw us coming.
Bounty Hunter,,node_exit_success_dungeon & farm,Another trophy for the mantle.
Bounty Hunter,,node_exit_failure_dungeon & farm,Amateurs! I could have had them!
Bounty Hunter,,node_exit_success_dungeon & city,Not the first madman I've put down.
Bounty Hunter,,node_exit_failure_dungeon & city,Follow my lead next time.
Bounty Hunter,,node_exit_success_dungeon & coast,The bigger they are...
Bounty Hunter,,node_exit_failure_dungeon & coast,Not worth it. Back to dry land!
Highwayman,,node_exit_success_guardian,In and out - a perfect job!
Highwayman,,node_exit_failure_guardian,Let's get the hell out of here!
Grave Robber,,node_exit_success_guardian,"A beastly thing, but we performed perfectly!"
Grave Robber,,node_exit_failure_guardian,I-it's too much! That was too much!
Occultist,,node_exit_success_guardian,Another abomination falls!
Occultist,,node_exit_failure_guardian,I-I had no idea...
Hellion,,node_exit_success_guardian,AKYLORAAAHHH!
Hellion,,node_exit_failure_guardian,N-no! No more!
Jester,,node_exit_success_guardian,Ha HA! Time for a song!
Jester,,node_exit_failure_guardian,"Joke's on us then, eh?"
Plague Doctor,,node_exit_success_guardian,Precision! Poise! A successful operation!
Plague Doctor,,node_exit_failure_guardian,H-how could it... I don't...
Runaway,,node_exit_success_guardian,"Whew, we did it...!"
Runaway,,node_exit_failure_guardian,RUN!
Leper,,node_exit_success_guardian,A sunrise at last.
Leper,,node_exit_failure_guardian,Pity the starless sky.
Man-at-arms,,node_exit_success_guardian,We've done it <i>together!</i> A fighting family!
Man-at-arms,,node_exit_failure_guardian,RETREAT! It's a rout...!
Bounty Hunter,,node_exit_success_guardian,Could take a dozen of 'em.
Bounty Hunter,,node_exit_failure_guardian,They'll follow. Get a move on.
Highwayman,,node_exit_cache,Nice.
Highwayman,,node_exit_cache,"It's something, at least."
Grave Robber,,node_exit_cache,"A lovely little turn of events, I'd say."
Grave Robber,,node_exit_cache,"Complimentary, no less!"
Occultist,,node_exit_cache,Excellent.
Occultist,,node_exit_cache,A most fortunate find.
Hellion,,node_exit_cache,Ha HAH! Good for us!
Hellion,,node_exit_cache,"Off we go, then!"
Jester,,node_exit_cache,Will any of this stuff even matter?
Jester,,node_exit_cache,Where are we going to put all this?
Plague Doctor,,node_exit_cache,Supplies are always welcome.
Plague Doctor,,node_exit_cache,Well stocked and ready for triage!
Runaway,,node_exit_cache,Take all we can carry. Quick.
Runaway,,node_exit_cache,Nice find!
Leper,,node_exit_cache,Some fortunate thread in fate's tangled skein.
Leper,,node_exit_cache,"Fortune is fickle, but today she smiles."
Man-at-arms,,node_exit_cache,"Tooth and tail, as they say."
Man-at-arms,,node_exit_cache,Every army needs a supply line.
Bounty Hunter,,node_exit_cache,Let's not weigh ourselves down.
Bounty Hunter,,node_exit_cache,None for me. I like to stay a little hungry.
Highwayman,,node_exit_bridge,What's that chill?
Highwayman,,node_exit_bridge,No turning back now.
Grave Robber,,node_exit_bridge,Hold fast to your memories of sunny days - they are no more.
Grave Robber,,node_exit_bridge,*sigh* So be it.
Occultist,,node_exit_bridge,We are beyond the wards now... vulnerable.
Occultist,,node_exit_bridge,We have trained for this - but are we ready?
Hellion,,node_exit_bridge,Let us leave the past behind!
Hellion,,node_exit_bridge,Is this where we find glory...?
Jester,,node_exit_bridge,"Hello darkness, my old friend."
Jester,,node_exit_bridge,Suppose I've got nothing else on.
